Time,Detected Intent,Original Transcription,Final Response,Log Count
"2026-01-11 13:37:16","send_money","Please transfer to Muhammad Bilal.","{'id': '31281603', 'type': 'send_money', 'amount': 0, 'detected_language': 'english', 'name': 'MUHAMMAD BILAL', 'bankName': 'JazzCash', 'billType': '', 'billName': '', 'mobileNumber': '', 'statement_period_month': '', 'statement_period_year': '', 'file_id': 'fdc1d655-22ce-45a0-b69f-732d5a6699a1.wav'}","24"
"2026-01-11 13:37:12","unknown","میری ہر دن کی ای ٹی ایم کی لیمٹ کتنی ہے؟","{'type': 'unknown', 'id': '', 'name': '', 'bankName': '', 'amount': 0, 'billType': '', 'billName': '', 'mobileNumber': '', 'statement_period_month': '', 'statement_period_year': '', 'detected_language': 'urdu', 'file_id': 'b30a0a56-3ee5-4091-8648-3f0f593bd000.wav'}","19"
"2026-01-11 13:37:02","pay_bill","If there is no speech in the audio, return empty text. CRITICAL: The audio may contain URDU or ENGLISH speech. Mentioned names are typically Pakistani names.Transcribe the Pakistani names in the audio correctly.The audio is a financial command for sending/transferring money. Commands may include: money transfers, bill payments, mobile top-ups, or statement requests. Numbers and amounts may be spoken in either language — always convert them into numeric digits. Mentioned names are typically Pakistani names.Focus on capturing beneficiary names, and bank names correctly. Ignore filler words.","{'type': 'unknown', 'id': '', 'name': '', 'bankName': '', 'amount': 0, 'billType': '', 'billName': '', 'mobileNumber': '', 'statement_period_month': '', 'statement_period_year': '', 'detected_language': 'english', 'file_id': 'efe25763-20e5-4225-92c4-19284f48ea5a.wav'}","19"
"2026-01-11 13:36:54","unknown","پچیا دےو۔","{'type': 'unknown', 'id': '', 'name': '', 'bankName': '', 'amount': 0, 'billType': '', 'billName': '', 'mobileNumber': '', 'statement_period_month': '', 'statement_period_year': '', 'detected_language': 'english', 'file_id': 'e15888cb-338d-472a-828c-f5c62bab8ebf.wav'}","19"
"2026-01-11 13:36:40","unknown","میرے دن کی اے ٹی ایم کی لیمٹ کتنی ہے؟","{'type': 'unknown', 'id': '', 'name': '', 'bankName': '', 'amount': 0, 'billType': '', 'billName': '', 'mobileNumber': '', 'statement_period_month': '', 'statement_period_year': '', 'detected_language': 'urdu', 'file_id': '6589ffaf-1162-4976-a5c6-6e697a4d8448.wav'}","19"
"2026-01-11 13:36:25","unknown","Hey, what's my daily ATM limit?","{'type': 'unknown', 'id': '', 'name': '', 'bankName': '', 'amount': 0, 'billType': '', 'billName': '', 'mobileNumber': '', 'statement_period_month': '', 'statement_period_year': '', 'detected_language': 'english', 'file_id': '8aea92b7-fedf-4952-9ed3-8cc8cd07dee6.wav'}","17"
"2026-01-11 13:36:16","pay_bill","If there is no speech in the audio, return empty text. CRITICAL: The audio may contain URDU or ENGLISH speech. Mentioned names are typically Pakistani names.Transcribe the pakistani names in the audio correctly.The audio is a financial command for sending/transferring money. Commands may include: money transfers, bill payments, mobile top-ups, or statement requests. Numbers and amounts may be spoken in either language — always convert them into numeric digits. Mentioned names are typically Pakistani names.Focus on capturing beneficiary names, and bank names correctly. Ignore filler words.","{'type': 'unknown', 'id': '', 'name': '', 'bankName': '', 'amount': 0, 'billType': '', 'billName': '', 'mobileNumber': '', 'statement_period_month': '', 'statement_period_year': '', 'detected_language': 'english', 'file_id': '554e9fcf-f87b-428f-b3a0-bf0aadcd72e0.wav'}","19"
"2026-01-11 13:36:06","unknown","What's my daily ATM limit?","{'type': 'unknown', 'id': '', 'name': '', 'bankName': '', 'amount': 0, 'billType': '', 'billName': '', 'mobileNumber': '', 'statement_period_month': '', 'statement_period_year': '', 'detected_language': 'english', 'file_id': 'ad38f405-4c03-442a-bdd7-1c7eaaef879d.wav'}","17"
"2026-01-11 13:35:55","unknown","Hey, what's my ATM limit?","{'type': 'unknown', 'id': '', 'name': '', 'bankName': '', 'amount': 0, 'billType': '', 'billName': '', 'mobileNumber': '', 'statement_period_month': '', 'statement_period_year': '', 'detected_language': 'english', 'file_id': '3a5784da-6899-45e6-a1fd-5b6cc2470c86.wav'}","17"
"2026-01-11 13:35:47","unknown","Hey, what's my daily account and ATM limit?","{'type': 'unknown', 'id': '', 'name': '', 'bankName': '', 'amount': 0, 'billType': '', 'billName': '', 'mobileNumber': '', 'statement_period_month': '', 'statement_period_year': '', 'detected_language': 'english', 'file_id': 'caf3a6aa-4688-4640-9c59-7dc0694c73e4.wav'}","17"
"2026-01-11 13:24:56","download_statement","Hello, kindly transaction the 2000 PKR Muhammad Furqan Bashir Moblink account.","{'type': 'unknown', 'id': '', 'name': '', 'bankName': '', 'amount': 0, 'billType': '', 'billName': '', 'mobileNumber': '', 'statement_period_month': '', 'statement_period_year': '', 'detected_language': 'english', 'file_id': '60cf0300-d2ee-4995-b4ef-29a084cf2877.wav'}","18"
"2026-01-11 13:24:21","unknown","Hello, how are you?","{'type': 'unknown', 'id': '', 'name': '', 'bankName': '', 'amount': 0, 'billType': '', 'billName': '', 'mobileNumber': '', 'statement_period_month': '', 'statement_period_year': '', 'detected_language': 'english', 'file_id': '8e066da5-e40c-4bbb-9988-423a2555e3ef.wav'}","17"
"2026-01-11 13:21:43","unknown","ہلو","{'type': 'unknown', 'id': '', 'name': '', 'bankName': '', 'amount': 0, 'billType': '', 'billName': '', 'mobileNumber': '', 'statement_period_month': '', 'statement_period_year': '', 'detected_language': 'english', 'file_id': 'e143bad9-73b0-401e-994b-cdf8e0685fdf.wav'}","19"
"2026-01-11 13:16:53","send_money","محمد عاطف کو میزان والے پر نو ہزار روپے بھیج دو۔","{'id': '55858318', 'type': 'send_money', 'amount': 9000, 'detected_language': 'urdu', 'name': 'MUHAMMAD ATIF', 'bankName': 'MEEZAN', 'billType': '', 'billName': '', 'mobileNumber': '', 'statement_period_month': '', 'statement_period_year': '', 'file_id': '223a1f70-8da6-42c8-8dcd-c8a781fc165b.wav'}","26"
"2026-01-11 13:16:17","unknown","اس بالس۔","{'type': 'unknown', 'id': '', 'name': '', 'bankName': '', 'amount': 0, 'billType': '', 'billName': '', 'mobileNumber': '', 'statement_period_month': '', 'statement_period_year': '', 'detected_language': 'english', 'file_id': '83f6e77e-8759-473e-ba95-2a5069167be4.wav'}","19"
"2026-01-11 13:16:02","send_money","نو ہزار عاطف کو بیچ دو میزان والے پر","{'id': '55858318', 'type': 'send_money', 'amount': 9000.0, 'detected_language': 'urdu', 'name': 'MUHAMMAD ATIF', 'bankName': 'MEEZAN', 'billType': '', 'billName': '', 'mobileNumber': '', 'statement_period_month': '', 'statement_period_year': '', 'file_id': 'cd0c54e6-626b-4bad-a213-1e15c5a288f3.wav'}","25"
"2026-01-11 13:15:46","unknown","Hello, what's up, how are you?","{'type': 'unknown', 'id': '', 'name': '', 'bankName': '', 'amount': 0, 'billType': '', 'billName': '', 'mobileNumber': '', 'statement_period_month': '', 'statement_period_year': '', 'detected_language': 'english', 'file_id': '9fc9aa78-7c44-4d0a-a8a6-98ffc6e6a1b8.wav'}","17"
"2026-01-11 13:14:42","pay_bill","شانی میں ادھی پیسہ گوں۔","{'id': '11428026349', 'type': 'pay_bill', 'amount': 0, 'detected_language': 'urdu', 'name': '', 'bankName': '', 'billType': 'GEPCO', 'billName': 'shani', 'mobileNumber': '', 'statement_period_month': '', 'statement_period_year': '', 'file_id': 'a4329842-a23a-4e0d-8776-fc89e173efa6.wav'}","23"
"2026-01-11 13:12:00","unknown","اپن انویسٹمنٹ آپشن","{'type': 'unknown', 'id': '', 'name': '', 'bankName': '', 'amount': 0, 'billType': '', 'billName': '', 'mobileNumber': '', 'statement_period_month': '', 'statement_period_year': '', 'detected_language': 'english', 'file_id': '2efbba74-2647-47aa-b391-cdca439163a9.wav'}","19"
"2026-01-11 13:11:51","unknown","View balance","{'type': 'unknown', 'id': '', 'name': '', 'bankName': '', 'amount': 0, 'billType': '', 'billName': '', 'mobileNumber': '', 'statement_period_month': '', 'statement_period_year': '', 'detected_language': 'english', 'file_id': '9f52214b-8186-45bc-9c0a-2baa382d80bd.wav'}","17"
"2026-01-11 13:11:41","unknown","Tell me about my balance.","{'type': 'unknown', 'id': '', 'name': '', 'bankName': '', 'amount': 0, 'billType': '', 'billName': '', 'mobileNumber': '', 'statement_period_month': '', 'statement_period_year': '', 'detected_language': 'english', 'file_id': 'df3e8c55-4ddd-4096-a50f-30f876eb0bfa.wav'}","17"
"2026-01-11 13:11:33","unknown","Can talk with me?","{'type': 'unknown', 'id': '', 'name': '', 'bankName': '', 'amount': 0, 'billType': '', 'billName': '', 'mobileNumber': '', 'statement_period_month': '', 'statement_period_year': '', 'detected_language': 'english', 'file_id': '179a60c8-9278-441e-80ac-98776b42921b.wav'}","17"
"2026-01-11 13:11:23","unknown","Hey, hey UBL AI, what do you can do for me?","{'type': 'unknown', 'id': '', 'name': '', 'bankName': '', 'amount': 0, 'billType': '', 'billName': '', 'mobileNumber': '', 'statement_period_month': '', 'statement_period_year': '', 'detected_language': 'english', 'file_id': '9e588e07-4748-402d-ad43-a0aa8935d328.wav'}","17"
"2026-01-11 13:07:23","pay_bill","Find a QR code for receiving payment.","{'id': '', 'type': 'pay_bill', 'amount': 0, 'detected_language': 'english', 'name': '', 'bankName': '', 'billType': '', 'billName': '', 'mobileNumber': '', 'statement_period_month': '', 'statement_period_year': '', 'file_id': 'c0cebf32-43b4-4143-8684-69f3cccf00c0.wav'}","20"
"2026-01-11 13:06:38","unknown","گلستان آئل ٹریڈرز","{'type': 'unknown', 'id': '', 'name': '', 'bankName': '', 'amount': 0, 'billType': '', 'billName': '', 'mobileNumber': '', 'statement_period_month': '', 'statement_period_year': '', 'detected_language': 'english', 'file_id': 'a160df9c-394b-438f-8c4b-e55e530118bb.wav'}","19"
"2026-01-11 13:05:36","send_money","Send five thousand to Ishi.","{'id': '9500648', 'type': 'send_money', 'amount': 5000.0, 'detected_language': 'english', 'name': 'Eshi', 'bankName': 'UBL', 'billType': '', 'billName': '', 'mobileNumber': '', 'statement_period_month': '', 'statement_period_year': '', 'file_id': '8b4ad9be-63da-443b-b11b-e0b268188c21.wav'}","23"
"2026-01-11 13:04:43","mobile_topup","If there is no speech in the audio, return empty text.","{'type': 'unknown', 'id': '', 'name': '', 'bankName': '', 'amount': 0, 'billType': '', 'billName': '', 'mobileNumber': '', 'statement_period_month': '', 'statement_period_year': '', 'detected_language': 'english', 'file_id': 'a719316b-c7ef-40f0-b1f4-725609bae8e6.wav'}","19"
"2026-01-11 12:57:39","unknown","Hello bank, give me","{'type': 'unknown', 'id': '', 'name': '', 'bankName': '', 'amount': 0, 'billType': '', 'billName': '', 'mobileNumber': '', 'statement_period_month': '', 'statement_period_year': '', 'detected_language': 'english', 'file_id': '55708fb5-842b-415a-9796-47645412969d.wav'}","17"
"2026-01-11 12:51:56","send_money","2600 transferred to Kamran.","{'id': '22298384', 'type': 'send_money', 'amount': 2600.0, 'detected_language': 'english', 'name': 'M KAMRAN NASEER', 'bankName': 'HBL', 'billType': '', 'billName': '', 'mobileNumber': '', 'statement_period_month': '', 'statement_period_year': '', 'file_id': '5e6a4b59-dbcb-4a97-8c6e-d3788cbadce0.wav'}","23"
"2026-01-11 12:51:30","send_money","منی ٹرانسفر ٹو کامران نصیر","{'id': '22298384', 'type': 'send_money', 'amount': 2, 'detected_language': 'english', 'name': 'M KAMRAN NASEER', 'bankName': 'HBL', 'billType': '', 'billName': '', 'mobileNumber': '', 'statement_period_month': '', 'statement_period_year': '', 'file_id': '37a9dcfc-7169-4ae5-b137-9cf60522af68.wav'}","25"
"2026-01-11 12:49:25","download_statement","I want to see my statement.","{'type': 'unknown', 'id': '', 'name': '', 'bankName': '', 'amount': 0, 'billType': '', 'billName': '', 'mobileNumber': '', 'statement_period_month': '', 'statement_period_year': '', 'detected_language': 'english', 'file_id': '3513756a-41d4-459c-a53d-457511995541.wav'}","18"
"2026-01-11 12:46:37","send_money","نغمہ گل سینڈ ٹوئنٹی تھاؤزنڈ","{'id': '139812343', 'type': 'send_money', 'amount': 20000, 'detected_language': 'english', 'name': 'NAGHMANA GUL', 'bankName': 'UBL', 'billType': '', 'billName': '', 'mobileNumber': '', 'statement_period_month': '', 'statement_period_year': '', 'file_id': '67b6b552-5271-4abb-acf2-d680d41b7ef5.wav'}","26"
"2026-01-11 12:45:27","send_money","فیصل خان کو سو روپے بھیج دو۔","{'id': '153881234', 'type': 'send_money', 'amount': 100, 'detected_language': 'urdu', 'name': 'FAISAL KHAN', 'bankName': 'MEEZAN', 'billType': '', 'billName': '', 'mobileNumber': '', 'statement_period_month': '', 'statement_period_year': '', 'file_id': '25f6f1de-5dae-4805-9aa9-5712cd6a6c26.wav'}","26"
"2026-01-11 12:44:58","send_money","اتھر کو سو روپے بھیجو","{'id': '', 'type': 'send_money', 'amount': 100.0, 'detected_language': 'english', 'name': '', 'bankName': '', 'billType': '', 'billName': '', 'mobileNumber': '', 'statement_period_month': '', 'statement_period_year': '', 'file_id': '6e56c7ba-1df9-4e45-a964-2c810d538e40.wav'}","24"
"2026-01-11 12:44:49","unknown","پے ہنڈرڈ دو اتر.","{'type': 'unknown', 'id': '', 'name': '', 'bankName': '', 'amount': 0, 'billType': '', 'billName': '', 'mobileNumber': '', 'statement_period_month': '', 'statement_period_year': '', 'detected_language': 'english', 'file_id': '07645e2a-2536-46af-8473-140904d0e3bf.wav'}","19"
"2026-01-11 12:44:36","send_money","ابراہیم نیٹ کو پندرہ سو روپے سینڈ کر دو۔","{'id': '49880172', 'type': 'send_money', 'amount': 1500, 'detected_language': 'urdu', 'name': 'Ibrahim WiFi', 'bankName': 'JazzCash', 'billType': '', 'billName': '', 'mobileNumber': '', 'statement_period_month': '', 'statement_period_year': '', 'file_id': 'a0e180d5-dec5-4580-9084-d2ef3560c5d2.wav'}","26"
"2026-01-11 12:43:22","mobile_topup","ملک احتشام اکتر کے جاز کیش میں پانچ سو روپے کرنے ہیں۔","{'id': '', 'type': 'mobile_topup', 'amount': 500.0, 'detected_language': 'urdu', 'name': '', 'bankName': '', 'mobileNumber': '', 'billType': '', 'billName': '', 'statement_period_month': '', 'statement_period_year': '', 'file_id': '25a21b33-72da-4653-91e1-33d8d0fd802a.wav'}","23"
"2026-01-11 12:41:53","unknown","Hello.","{'type': 'unknown', 'id': '', 'name': '', 'bankName': '', 'amount': 0, 'billType': '', 'billName': '', 'mobileNumber': '', 'statement_period_month': '', 'statement_period_year': '', 'detected_language': 'english', 'file_id': 'e0cf8821-25dc-4b50-9fe6-9aa1897f5345.wav'}","17"
"2026-01-11 12:41:49","unknown","ہوا زریہ میری ہیلوں","{'type': 'unknown', 'id': '', 'name': '', 'bankName': '', 'amount': 0, 'billType': '', 'billName': '', 'mobileNumber': '', 'statement_period_month': '', 'statement_period_year': '', 'detected_language': 'urdu', 'file_id': '7d32b0b6-9673-4690-8479-f73b61ad8004.wav'}","19"
"2026-01-11 12:40:19","send_money","Send one thousand to Tanveer Qadir JS Bank.","{'id': '198981432', 'type': 'send_money', 'amount': 1000.0, 'detected_language': 'english', 'name': 'TANVEER QADIR', 'bankName': 'JS Bank', 'billType': '', 'billName': '', 'mobileNumber': '', 'statement_period_month': '', 'statement_period_year': '', 'file_id': '524937e9-2ebb-48a5-8115-5060c74c7ac6.wav'}","23"
"2026-01-11 12:38:23","mobile_topup","If there is no speech in the audio, return empty text.","{'type': 'unknown', 'id': '', 'name': '', 'bankName': '', 'amount': 0, 'billType': '', 'billName': '', 'mobileNumber': '', 'statement_period_month': '', 'statement_period_year': '', 'detected_language': 'english', 'file_id': '7f132dde-e5af-4cc8-8e27-7940d6dac1b1.wav'}","19"
"2026-01-11 12:34:49","unknown","اخوارگمت","{'type': 'unknown', 'id': '', 'name': '', 'bankName': '', 'amount': 0, 'billType': '', 'billName': '', 'mobileNumber': '', 'statement_period_month': '', 'statement_period_year': '', 'detected_language': 'english', 'file_id': 'c62fb59f-98b8-48f1-83bf-a4db7952686a.wav'}","19"
"2026-01-11 12:34:37","","","","5"
"2026-01-11 12:32:20","unknown","Show me balance.","{'type': 'unknown', 'id': '', 'name': '', 'bankName': '', 'amount': 0, 'billType': '', 'billName': '', 'mobileNumber': '', 'statement_period_month': '', 'statement_period_year': '', 'detected_language': 'english', 'file_id': '6020ef6f-f20d-418c-9373-9a5f50b212e6.wav'}","17"
"2026-01-11 12:32:09","mobile_topup","If there is no speech in the audio, return empty text.","{'type': 'unknown', 'id': '', 'name': '', 'bankName': '', 'amount': 0, 'billType': '', 'billName': '', 'mobileNumber': '', 'statement_period_month': '', 'statement_period_year': '', 'detected_language': 'english', 'file_id': 'ca21553f-9e93-4ede-b6d7-b7977ceab403.wav'}","19"
